state_name,state_abbr,county_name,state_fips,county_fips,year,income,population,income_per_capita
Alabama,AL,Autauga,01,001,1969,69973.0,25166.0,2780.0
Alabama,AL,Autauga,01,001,1970,77712.0,24606.0,3158.0
Alabama,AL,Autauga,01,001,1971,88114.0,25508.0,3454.0
Alabama,AL,Autauga,01,001,1972,100161.0,27166.0,3687.0
Alabama,AL,Autauga,01,001,1973,114952.0,28463.0,4039.0
Alabama,AL,Autauga,01,001,1974,124258.0,29266.0,4246.0
Alabama,AL,Autauga,01,001,1975,131693.0,29718.0,4431.0
Alabama,AL,Autauga,01,001,1976,150535.0,29896.0,5035.0
Alabama,AL,Autauga,01,001,1977,162073.0,30462.0,5320.0
Alabama,AL,Autauga,01,001,1978,188411.0,30882.0,6101.0
Alabama,AL,Autauga,01,001,1979,228009.0,32055.0,7113.0
Alabama,AL,Autauga,01,001,1980,250067.0,32215.0,7762.0
Alabama,AL,Autauga,01,001,1981,261935.0,31985.0,8189.0
Alabama,AL,Autauga,01,001,1982,280188.0,32036.0,8746.0
Alabama,AL,Autauga,01,001,1983,302017.0,32054.0,9422.0
Alabama,AL,Autauga,01,001,1984,337459.0,32134.0,10502.0
Alabama,AL,Autauga,01,001,1985,366173.0,32245.0,11356.0
Alabama,AL,Autauga,01,001,1986,390685.0,32893.0,11877.0
Alabama,AL,Autauga,01,001,1987,424253.0,33268.0,12753.0
Alabama,AL,Autauga,01,001,1988,465642.0,33636.0,13844.0
Alabama,AL,Autauga,01,001,1989,503159.0,33996.0,14801.0
Alabama,AL,Autauga,01,001,1990,531809.0,34353.0,15481.0
Alabama,AL,Autauga,01,001,1991,575036.0,35010.0,16425.0
Alabama,AL,Autauga,01,001,1992,613812.0,35985.0,17057.0
Alabama,AL,Autauga,01,001,1993,653796.0,36953.0,17693.0
Alabama,AL,Autauga,01,001,1994,713087.0,38186.0,18674.0
Alabama,AL,Autauga,01,001,1995,756368.0,39112.0,19339.0
Alabama,AL,Autauga,01,001,1996,809589.0,40207.0,20136.0
Alabama,AL,Autauga,01,001,1997,866410.0,41238.0,21010.0
Alabama,AL,Autauga,01,001,1998,925640.0,42106.0,21984.0
Alabama,AL,Autauga,01,001,1999,981753.0,42963.0,22851.0
Alabama,AL,Autauga,01,001,2000,1038187.0,44021.0,23584.0
Alabama,AL,Autauga,01,001,2001,1106194.0,44889.0,24643.0
Alabama,AL,Autauga,01,001,2002,1151499.0,45909.0,25082.0
Alabama,AL,Autauga,01,001,2003,1240194.0,46800.0,26500.0
Alabama,AL,Autauga,01,001,2004,1341934.0,48366.0,27745.0
Alabama,AL,Autauga,01,001,2005,1440795.0,49676.0,29004.0
Alabama,AL,Autauga,01,001,2006,1536855.0,51328.0,29942.0
Alabama,AL,Autauga,01,001,2007,1659407.0,52405.0,31665.0
Alabama,AL,Autauga,01,001,2008,1771217.0,53277.0,33245.0
Alabama,AL,Autauga,01,001,2009,1785702.0,54135.0,32986.0
Alabama,AL,Autauga,01,001,2010,1846880.0,54828.0,33685.0
Alabama,AL,Autauga,01,001,2011,1913079.0,55564.0,34430.0
Alabama,AL,Autauga,01,001,2012,1953500.0,55574.0,35151.0
Alabama,AL,Autauga,01,001,2013,1966036.0,55619.0,35348.0
Alabama,AL,Autauga,01,001,2014,2036671.0,56062.0,36329.0
Alabama,AL,Autauga,01,001,2015,2145869.0,56311.0,38107.0
Alabama,AL,Autauga,01,001,2016,2222448.0,56979.0,39005.0
Alabama,AL,Autauga,01,001,2017,2290351.0,57393.0,39906.0
Alabama,AL,Autauga,01,001,2018,2371211.0,57747.0,41062.0
Alabama,AL,Autauga,01,001,2019,2477876.0,58251.0,42538.0
Alabama,AL,Autauga,01,001,2020,2656173.0,58909.0,45089.0
Alabama,AL,Autauga,01,001,2021,2915364.0,59191.0,49254.0
Alabama,AL,Autauga,01,001,2022,2979576.0,59736.0,49879.0
Alabama,AL,Autauga,01,001,2023,3202452.0,60436.0,52989.0
Alabama,AL,Autauga,01,001,2024,3424189.0,61464.0,55710.0
Alabama,AL,Baldwin,01,003,1969,157191.0,56951.0,2760.0
Alabama,AL,Baldwin,01,003,1970,172745.0,59474.0,2905.0
Alabama,AL,Baldwin,01,003,1971,196684.0,60142.0,3270.0
Alabama,AL,Baldwin,01,003,1972,223797.0,62435.0,3584.0
Alabama,AL,Baldwin,01,003,1973,268069.0,64196.0,4176.0
Alabama,AL,Baldwin,01,003,1974,305794.0,66072.0,4628.0
Alabama,AL,Baldwin,01,003,1975,345248.0,67861.0,5088.0
Alabama,AL,Baldwin,01,003,1976,406080.0,70244.0,5781.0
Alabama,AL,Baldwin,01,003,1977,435048.0,72399.0,6009.0
Alabama,AL,Baldwin,01,003,1978,496475.0,74550.0,6660.0
Alabama,AL,Baldwin,01,003,1979,542295.0,76594.0,7080.0
Alabama,AL,Baldwin,01,003,1980,615985.0,78931.0,7804.0
Alabama,AL,Baldwin,01,003,1981,717375.0,80287.0,8935.0
Alabama,AL,Baldwin,01,003,1982,759092.0,82331.0,9220.0
Alabama,AL,Baldwin,01,003,1983,844681.0,83978.0,10058.0
Alabama,AL,Baldwin,01,003,1984,939753.0,86752.0,10833.0
Alabama,AL,Baldwin,01,003,1985,1047779.0,89401.0,11720.0
Alabama,AL,Baldwin,01,003,1986,1114801.0,91311.0,12209.0
Alabama,AL,Baldwin,01,003,1987,1177163.0,93214.0,12629.0
Alabama,AL,Baldwin,01,003,1988,1280441.0,94649.0,13528.0
Alabama,AL,Baldwin,01,003,1989,1435313.0,96198.0,14920.0
Alabama,AL,Baldwin,01,003,1990,1566377.0,98955.0,15829.0
Alabama,AL,Baldwin,01,003,1991,1738285.0,102420.0,16972.0
Alabama,AL,Baldwin,01,003,1992,1928823.0,106595.0,18095.0
Alabama,AL,Baldwin,01,003,1993,2126732.0,111416.0,19088.0
Alabama,AL,Baldwin,01,003,1994,2343978.0,116565.0,20109.0
Alabama,AL,Baldwin,01,003,1995,2554178.0,120896.0,21127.0
Alabama,AL,Baldwin,01,003,1996,2796479.0,125412.0,22298.0
Alabama,AL,Baldwin,01,003,1997,3053744.0,130164.0,23461.0
Alabama,AL,Baldwin,01,003,1998,3310043.0,134444.0,24620.0
Alabama,AL,Baldwin,01,003,1999,3487304.0,137555.0,25352.0
Alabama,AL,Baldwin,01,003,2000,3771417.0,141342.0,26683.0
Alabama,AL,Baldwin,01,003,2001,3943845.0,144875.0,27222.0
Alabama,AL,Baldwin,01,003,2002,4085695.0,147957.0,27614.0
Alabama,AL,Baldwin,01,003,2003,4297587.0,151509.0,28365.0
Alabama,AL,Baldwin,01,003,2004,4792805.0,156266.0,30671.0
Alabama,AL,Baldwin,01,003,2005,5272521.0,162183.0,32510.0
Alabama,AL,Baldwin,01,003,2006,5880129.0,168121.0,34976.0
Alabama,AL,Baldwin,01,003,2007,6243633.0,172404.0,36215.0
Alabama,AL,Baldwin,01,003,2008,6368395.0,175827.0,36220.0
Alabama,AL,Baldwin,01,003,2009,6344357.0,179406.0,35363.0
Alabama,AL,Baldwin,01,003,2010,6741297.0,183215.0,36794.0
Alabama,AL,Baldwin,01,003,2011,7113915.0,187051.0,38032.0
Alabama,AL,Baldwin,01,003,2012,7314284.0,191053.0,38284.0
Alabama,AL,Baldwin,01,003,2013,7534558.0,196205.0,38401.0
Alabama,AL,Baldwin,01,003,2014,7949643.0,200910.0,39568.0
Alabama,AL,Baldwin,01,003,2015,8504769.0,205083.0,41470.0
Alabama,AL,Baldwin,01,003,2016,9032772.0,210148.0,42983.0
Alabama,AL,Baldwin,01,003,2017,9583207.0,215475.0,44475.0
Alabama,AL,Baldwin,01,003,2018,10139295.0,221187.0,45840.0
Alabama,AL,Baldwin,01,003,2019,10880888.0,227057.0,47921.0
Alabama,AL,Baldwin,01,003,2020,11880306.0,233244.0,50935.0
Alabama,AL,Baldwin,01,003,2021,13527772.0,239411.0,56504.0
Alabama,AL,Baldwin,01,003,2022,14232715.0,246577.0,57721.0
Alabama,AL,Baldwin,01,003,2023,15590410.0,254107.0,61354.0
Alabama,AL,Baldwin,01,003,2024,16718173.0,261608.0,63905.0
Alabama,AL,Barbour,01,005,1969,51130.0,23818.0,2147.0
Alabama,AL,Barbour,01,005,1970,57657.0,22655.0,2545.0
Alabama,AL,Barbour,01,005,1971,62015.0,23092.0,2686.0
Alabama,AL,Barbour,01,005,1972,70116.0,22854.0,3068.0
Alabama,AL,Barbour,01,005,1973,79787.0,23457.0,3401.0
Alabama,AL,Barbour,01,005,1974,90154.0,23432.0,3847.0
Alabama,AL,Barbour,01,005,1975,98535.0,24869.0,3962.0
Alabama,AL,Barbour,01,005,1976,113391.0,25609.0,4428.0
Alabama,AL,Barbour,01,005,1977,123399.0,24690.0,4998.0
Alabama,AL,Barbour,01,005,1978,140179.0,24524.0,5716.0
Alabama,AL,Barbour,01,005,1979,151871.0,24429.0,6217.0
Alabama,AL,Barbour,01,005,1980,160055.0,24763.0,6463.0
Alabama,AL,Barbour,01,005,1981,179291.0,24748.0,7245.0
Alabama,AL,Barbour,01,005,1982,186959.0,24777.0,7546.0
Alabama,AL,Barbour,01,005,1983,200801.0,24798.0,8097.0
Alabama,AL,Barbour,01,005,1984,229765.0,24952.0,9208.0
Alabama,AL,Barbour,01,005,1985,244748.0,25002.0,9789.0
Alabama,AL,Barbour,01,005,1986,264371.0,24941.0,10600.0
Alabama,AL,Barbour,01,005,1987,279732.0,25102.0,11144.0
Alabama,AL,Barbour,01,005,1988,308089.0,25230.0,12211.0
Alabama,AL,Barbour,01,005,1989,328764.0,25336.0,12976.0
Alabama,AL,Barbour,01,005,1990,344017.0,25505.0,13488.0
Alabama,AL,Barbour,01,005,1991,376128.0,26506.0,14190.0
Alabama,AL,Barbour,01,005,1992,402389.0,26941.0,14936.0
Alabama,AL,Barbour,01,005,1993,419824.0,27371.0,15338.0
Alabama,AL,Barbour,01,005,1994,441752.0,27751.0,15918.0
Alabama,AL,Barbour,01,005,1995,442805.0,27854.0,15897.0
Alabama,AL,Barbour,01,005,1996,455190.0,28298.0,16086.0
Alabama,AL,Barbour,01,005,1997,471960.0,28415.0,16610.0
Alabama,AL,Barbour,01,005,1998,506313.0,28841.0,17555.0
Alabama,AL,Barbour,01,005,1999,545983.0,28866.0,18914.0
Alabama,AL,Barbour,01,005,2000,546836.0,29015.0,18847.0
Alabama,AL,Barbour,01,005,2001,576421.0,28863.0,19971.0
Alabama,AL,Barbour,01,005,2002,576536.0,28653.0,20121.0
Alabama,AL,Barbour,01,005,2003,593694.0,28594.0,20763.0
Alabama,AL,Barbour,01,005,2004,640761.0,28287.0,22652.0
Alabama,AL,Barbour,01,005,2005,665248.0,28027.0,23736.0
Alabama,AL,Barbour,01,005,2006,686697.0,27861.0,24647.0
Alabama,AL,Barbour,01,005,2007,707097.0,27757.0,25475.0
Alabama,AL,Barbour,01,005,2008,718047.0,27808.0,25822.0
Alabama,AL,Barbour,01,005,2009,725089.0,27657.0,26217.0
Alabama,AL,Barbour,01,005,2010,758542.0,27339.0,27746.0
Alabama,AL,Barbour,01,005,2011,767420.0,27416.0,27992.0
Alabama,AL,Barbour,01,005,2012,758383.0,27301.0,27779.0
Alabama,AL,Barbour,01,005,2013,799040.0,27132.0,29450.0
Alabama,AL,Barbour,01,005,2014,796038.0,27012.0,29470.0
Alabama,AL,Barbour,01,005,2015,826252.0,26600.0,31062.0
Alabama,AL,Barbour,01,005,2016,813637.0,26186.0,31071.0
Alabama,AL,Barbour,01,005,2017,818509.0,25585.0,31992.0
Alabama,AL,Barbour,01,005,2018,842907.0,25359.0,33239.0
Alabama,AL,Barbour,01,005,2019,873849.0,25187.0,34694.0
Alabama,AL,Barbour,01,005,2020,926313.0,24975.0,37090.0
Alabama,AL,Barbour,01,005,2021,1006722.0,24517.0,41062.0
Alabama,AL,Barbour,01,005,2022,1014902.0,24722.0,41053.0
Alabama,AL,Barbour,01,005,2023,1033178.0,24644.0,41924.0
Alabama,AL,Barbour,01,005,2024,1093828.0,24358.0,44906.0
Alabama,AL,Bibb,01,007,1969,29810.0,14994.0,1988.0
Alabama,AL,Bibb,01,007,1970,32551.0,13798.0,2359.0
Alabama,AL,Bibb,01,007,1971,36605.0,13919.0,2630.0
Alabama,AL,Bibb,01,007,1972,40832.0,14097.0,2897.0
Alabama,AL,Bibb,01,007,1973,46596.0,14654.0,3180.0
Alabama,AL,Bibb,01,007,1974,50798.0,14391.0,3530.0
Alabama,AL,Bibb,01,007,1975,56318.0,14778.0,3811.0
Alabama,AL,Bibb,01,007,1976,64869.0,14763.0,4394.0
Alabama,AL,Bibb,01,007,1977,72180.0,15257.0,4731.0
Alabama,AL,Bibb,01,007,1978,83429.0,15355.0,5433.0
Alabama,AL,Bibb,01,007,1979,94093.0,15550.0,6051.0
Alabama,AL,Bibb,01,007,1980,102797.0,15751.0,6526.0
Alabama,AL,Bibb,01,007,1981,110742.0,15836.0,6993.0
Alabama,AL,Bibb,01,007,1982,117188.0,16020.0,7315.0
Alabama,AL,Bibb,01,007,1983,126219.0,15999.0,7889.0
Alabama,AL,Bibb,01,007,1984,140878.0,16089.0,8756.0
Alabama,AL,Bibb,01,007,1985,150591.0,16157.0,9320.0
Alabama,AL,Bibb,01,007,1986,159659.0,15918.0,10030.0
Alabama,AL,Bibb,01,007,1987,166256.0,16165.0,10285.0
Alabama,AL,Bibb,01,007,1988,182123.0,16136.0,11287.0
Alabama,AL,Bibb,01,007,1989,194854.0,16360.0,11910.0
Alabama,AL,Bibb,01,007,1990,211570.0,16697.0,12671.0
Alabama,AL,Bibb,01,007,1991,220269.0,17071.0,12903.0
Alabama,AL,Bibb,01,007,1992,234759.0,17403.0,13490.0
Alabama,AL,Bibb,01,007,1993,247338.0,17757.0,13929.0
Alabama,AL,Bibb,01,007,1994,264947.0,18053.0,14676.0
Alabama,AL,Bibb,01,007,1995,283896.0,18507.0,15340.0
Alabama,AL,Bibb,01,007,1996,299789.0,18885.0,15874.0
Alabama,AL,Bibb,01,007,1997,315324.0,19388.0,16264.0
Alabama,AL,Bibb,01,007,1998,318033.0,19851.0,16021.0
Alabama,AL,Bibb,01,007,1999,335849.0,20560.0,16335.0
Alabama,AL,Bibb,01,007,2000,348552.0,19913.0,17504.0
Alabama,AL,Bibb,01,007,2001,373888.0,21028.0,17780.0
Alabama,AL,Bibb,01,007,2002,392491.0,21199.0,18515.0
Alabama,AL,Bibb,01,007,2003,417677.0,21399.0,19519.0
Alabama,AL,Bibb,01,007,2004,452480.0,21721.0,20831.0
Alabama,AL,Bibb,01,007,2005,468895.0,22042.0,21273.0
Alabama,AL,Bibb,01,007,2006,500645.0,22099.0,22655.0
Alabama,AL,Bibb,01,007,2007,539717.0,22438.0,24054.0
Alabama,AL,Bibb,01,007,2008,566499.0,22705.0,24950.0
Alabama,AL,Bibb,01,007,2009,545508.0,22941.0,23779.0
Alabama,AL,Bibb,01,007,2010,573168.0,22861.0,25072.0
Alabama,AL,Bibb,01,007,2011,588713.0,22749.0,25879.0
Alabama,AL,Bibb,01,007,2012,610470.0,22680.0,26917.0
Alabama,AL,Bibb,01,007,2013,611305.0,22543.0,27117.0
Alabama,AL,Bibb,01,007,2014,629223.0,22585.0,27860.0
Alabama,AL,Bibb,01,007,2015,650180.0,22607.0,28760.0
Alabama,AL,Bibb,01,007,2016,647542.0,22654.0,28584.0
Alabama,AL,Bibb,01,007,2017,652789.0,22607.0,28876.0
Alabama,AL,Bibb,01,007,2018,672223.0,22385.0,30030.0
Alabama,AL,Bibb,01,007,2019,719343.0,22408.0,32102.0
Alabama,AL,Bibb,01,007,2020,773029.0,22176.0,34859.0
Alabama,AL,Bibb,01,007,2021,836565.0,22344.0,37440.0
Alabama,AL,Bibb,01,007,2022,840465.0,21983.0,38232.0
Alabama,AL,Bibb,01,007,2023,886174.0,21890.0,40483.0
Alabama,AL,Bibb,01,007,2024,933750.0,22258.0,41951.0
Alabama,AL,Blount,01,009,1969,69322.0,26411.0,2625.0
Alabama,AL,Blount,01,009,1970,70070.0,26999.0,2595.0
Alabama,AL,Blount,01,009,1971,77601.0,27817.0,2790.0
Alabama,AL,Blount,01,009,1972,91044.0,29296.0,3108.0
Alabama,AL,Blount,01,009,1973,109829.0,30357.0,3618.0
Alabama,AL,Blount,01,009,1974,115697.0,31537.0,3669.0
Alabama,AL,Blount,01,009,1975,138935.0,32219.0,4312.0
Alabama,AL,Blount,01,009,1976,154635.0,33048.0,4679.0
Alabama,AL,Blount,01,009,1977,171858.0,34219.0,5022.0
Alabama,AL,Blount,01,009,1978,196542.0,34845.0,5640.0
Alabama,AL,Blount,01,009,1979,219316.0,35959.0,6099.0
Alabama,AL,Blount,01,009,1980,247896.0,36508.0,6790.0
Alabama,AL,Blount,01,009,1981,270712.0,36641.0,7388.0
Alabama,AL,Blount,01,009,1982,278956.0,36355.0,7673.0
Alabama,AL,Blount,01,009,1983,293022.0,36428.0,8044.0
Alabama,AL,Blount,01,009,1984,329750.0,36790.0,8963.0
Alabama,AL,Blount,01,009,1985,367308.0,37417.0,9817.0
Alabama,AL,Blount,01,009,1986,378468.0,37995.0,9961.0
Alabama,AL,Blount,01,009,1987,401185.0,38017.0,10553.0
Alabama,AL,Blount,01,009,1988,456713.0,38250.0,11940.0
Alabama,AL,Blount,01,009,1989,508851.0,38771.0,13125.0
Alabama,AL,Blount,01,009,1990,544538.0,39473.0,13795.0
Alabama,AL,Blount,01,009,1991,573756.0,40190.0,14276.0
Alabama,AL,Blount,01,009,1992,602331.0,40822.0,14755.0
Alabama,AL,Blount,01,009,1993,636249.0,41866.0,15197.0
Alabama,AL,Blount,01,009,1994,676597.0,42520.0,15912.0
Alabama,AL,Blount,01,009,1995,728074.0,44060.0,16525.0
Alabama,AL,Blount,01,009,1996,800044.0,45344.0,17644.0
Alabama,AL,Blount,01,009,1997,847054.0,47055.0,18001.0
Alabama,AL,Blount,01,009,1998,933333.0,48824.0,19116.0
Alabama,AL,Blount,01,009,1999,982927.0,50237.0,19566.0
Alabama,AL,Blount,01,009,2000,1028189.0,51107.0,20118.0
Alabama,AL,Blount,01,009,2001,1100325.0,51845.0,21223.0
Alabama,AL,Blount,01,009,2002,1118828.0,52551.0,21290.0
Alabama,AL,Blount,01,009,2003,1198233.0,53457.0,22415.0
Alabama,AL,Blount,01,009,2004,1279554.0,54124.0,23641.0
Alabama,AL,Blount,01,009,2005,1340387.0,54624.0,24538.0
Alabama,AL,Blount,01,009,2006,1379493.0,55485.0,24862.0
Alabama,AL,Blount,01,009,2007,1494638.0,56240.0,26576.0
Alabama,AL,Blount,01,009,2008,1589266.0,57055.0,27855.0
Alabama,AL,Blount,01,009,2009,1579135.0,57341.0,27539.0
Alabama,AL,Blount,01,009,2010,1602342.0,57402.0,27914.0
Alabama,AL,Blount,01,009,2011,1636989.0,57711.0,28365.0
Alabama,AL,Blount,01,009,2012,1719937.0,57855.0,29728.0
Alabama,AL,Blount,01,009,2013,1742644.0,58020.0,30035.0
Alabama,AL,Blount,01,009,2014,1817414.0,58045.0,31310.0
Alabama,AL,Blount,01,009,2015,1888684.0,58165.0,32471.0
Alabama,AL,Blount,01,009,2016,1894626.0,58237.0,32533.0
Alabama,AL,Blount,01,009,2017,1982125.0,58671.0,33784.0
Alabama,AL,Blount,01,009,2018,2072951.0,58760.0,35278.0
Alabama,AL,Blount,01,009,2019,2154822.0,58949.0,36554.0
Alabama,AL,Blount,01,009,2020,2233724.0,59110.0,37789.0
Alabama,AL,Blount,01,009,2021,2542812.0,59050.0,43062.0
Alabama,AL,Blount,01,009,2022,2622662.0,59491.0,44085.0
Alabama,AL,Blount,01,009,2023,2741524.0,59777.0,45863.0
Alabama,AL,Blount,01,009,2024,2920472.0,60163.0,48543.0
Alabama,AL,Bullock,01,011,1969,22716.0,12554.0,1809.0
Alabama,AL,Bullock,01,011,1970,25439.0,11749.0,2165.0
Alabama,AL,Bullock,01,011,1971,27281.0,11418.0,2389.0
Alabama,AL,Bullock,01,011,1972,31525.0,11443.0,2755.0
Alabama,AL,Bullock,01,011,1973,36021.0,11274.0,3195.0
Alabama,AL,Bullock,01,011,1974,37381.0,11141.0,3355.0
Alabama,AL,Bullock,01,011,1975,38400.0,11097.0,3460.0
Alabama,AL,Bullock,01,011,1976,45169.0,11112.0,4065.0
Alabama,AL,Bullock,01,011,1977,49030.0,11015.0,4451.0
Alabama,AL,Bullock,01,011,1978,52368.0,10954.0,4781.0
Alabama,AL,Bullock,01,011,1979,57471.0,10799.0,5322.0
Alabama,AL,Bullock,01,011,1980,58230.0,10616.0,5485.0
Alabama,AL,Bullock,01,011,1981,65713.0,10679.0,6153.0
Alabama,AL,Bullock,01,011,1982,67159.0,10639.0,6313.0
Alabama,AL,Bullock,01,011,1983,75352.0,10686.0,7051.0
Alabama,AL,Bullock,01,011,1984,75835.0,10824.0,7006.0
Alabama,AL,Bullock,01,011,1985,81895.0,10777.0,7599.0
Alabama,AL,Bullock,01,011,1986,85290.0,10459.0,8155.0
Alabama,AL,Bullock,01,011,1987,87181.0,10891.0,8005.0
Alabama,AL,Bullock,01,011,1988,95597.0,11184.0,8548.0
Alabama,AL,Bullock,01,011,1989,107709.0,11170.0,9643.0
Alabama,AL,Bullock,01,011,1990,115639.0,11032.0,10482.0
Alabama,AL,Bullock,01,011,1991,127396.0,11188.0,11387.0
Alabama,AL,Bullock,01,011,1992,136804.0,11125.0,12297.0
Alabama,AL,Bullock,01,011,1993,141765.0,11219.0,12636.0
Alabama,AL,Bullock,01,011,1994,146977.0,11370.0,12927.0
Alabama,AL,Bullock,01,011,1995,156068.0,11431.0,13653.0
Alabama,AL,Bullock,01,011,1996,157278.0,11574.0,13589.0
Alabama,AL,Bullock,01,011,1997,171635.0,11624.0,14766.0
Alabama,AL,Bullock,01,011,1998,182503.0,11655.0,15659.0
Alabama,AL,Bullock,01,011,1999,188052.0,11755.0,15998.0
Alabama,AL,Bullock,01,011,2000,182158.0,11581.0,15729.0
Alabama,AL,Bullock,01,011,2001,190315.0,11358.0,16756.0
Alabama,AL,Bullock,01,011,2002,197238.0,11256.0,17523.0
Alabama,AL,Bullock,01,011,2003,199976.0,11316.0,17672.0
Alabama,AL,Bullock,01,011,2004,200093.0,11056.0,18098.0
Alabama,AL,Bullock,01,011,2005,201420.0,11011.0,18293.0
Alabama,AL,Bullock,01,011,2006,216678.0,10776.0,20107.0
Alabama,AL,Bullock,01,011,2007,230398.0,11011.0,20924.0
Alabama,AL,Bullock,01,011,2008,253495.0,10953.0,23144.0
Alabama,AL,Bullock,01,011,2009,261828.0,10987.0,23831.0
Alabama,AL,Bullock,01,011,2010,254748.0,10884.0,23406.0
Alabama,AL,Bullock,01,011,2011,255726.0,10718.0,23859.0
Alabama,AL,Bullock,01,011,2012,264330.0,10679.0,24752.0
Alabama,AL,Bullock,01,011,2013,261896.0,10656.0,24577.0
Alabama,AL,Bullock,01,011,2014,257463.0,10798.0,23844.0
Alabama,AL,Bullock,01,011,2015,264125.0,10566.0,24998.0
Alabama,AL,Bullock,01,011,2016,266419.0,10589.0,25160.0
Alabama,AL,Bullock,01,011,2017,267536.0,10404.0,25715.0
Alabama,AL,Bullock,01,011,2018,272084.0,10418.0,26117.0
Alabama,AL,Bullock,01,011,2019,283392.0,10428.0,27176.0
Alabama,AL,Bullock,01,011,2020,314807.0,10230.0,30773.0
Alabama,AL,Bullock,01,011,2021,346534.0,10126.0,34222.0
Alabama,AL,Bullock,01,011,2022,340468.0,10126.0,33623.0
Alabama,AL,Bullock,01,011,2023,367110.0,9908.0,37052.0
Alabama,AL,Bullock,01,011,2024,390130.0,9901.0,39403.0
Alabama,AL,Butler,01,013,1969,45831.0,22726.0,2017.0
Alabama,AL,Butler,01,013,1970,48581.0,21987.0,2210.0
Alabama,AL,Butler,01,013,1971,51844.0,21846.0,2373.0
Alabama,AL,Butler,01,013,1972,59467.0,21530.0,2762.0
Alabama,AL,Butler,01,013,1973,67629.0,21237.0,3184.0
Alabama,AL,Butler,01,013,1974,73597.0,21160.0,3478.0
Alabama,AL,Butler,01,013,1975,82234.0,21169.0,3885.0
Alabama,AL,Butler,01,013,1976,90970.0,21351.0,4261.0
Alabama,AL,Butler,01,013,1977,97956.0,20872.0,4693.0
Alabama,AL,Butler,01,013,1978,116509.0,20911.0,5572.0
Alabama,AL,Butler,01,013,1979,130541.0,21204.0,6156.0
Alabama,AL,Butler,01,013,1980,140877.0,21789.0,6466.0
Alabama,AL,Butler,01,013,1981,163127.0,22186.0,7353.0
Alabama,AL,Butler,01,013,1982,163961.0,22399.0,7320.0
Alabama,AL,Butler,01,013,1983,175026.0,22384.0,7819.0
Alabama,AL,Butler,01,013,1984,185775.0,22443.0,8278.0
Alabama,AL,Butler,01,013,1985,192634.0,22427.0,8589.0
Alabama,AL,Butler,01,013,1986,203840.0,22340.0,9124.0
Alabama,AL,Butler,01,013,1987,213944.0,22405.0,9549.0
Alabama,AL,Butler,01,013,1988,224339.0,22207.0,10102.0
Alabama,AL,Butler,01,013,1989,236511.0,22035.0,10733.0
Alabama,AL,Butler,01,013,1990,247134.0,21886.0,11292.0
Alabama,AL,Butler,01,013,1991,261102.0,21755.0,12002.0
Alabama,AL,Butler,01,013,1992,279867.0,21794.0,12841.0
Alabama,AL,Butler,01,013,1993,296063.0,21813.0,13573.0
Alabama,AL,Butler,01,013,1994,316117.0,21851.0,14467.0
Alabama,AL,Butler,01,013,1995,339638.0,21824.0,15563.0
Alabama,AL,Butler,01,013,1996,353070.0,21863.0,16149.0
Alabama,AL,Butler,01,013,1997,357857.0,21840.0,16385.0
Alabama,AL,Butler,01,013,1998,381337.0,21718.0,17559.0
Alabama,AL,Butler,01,013,1999,394933.0,21605.0,18280.0
Alabama,AL,Butler,01,013,2000,405284.0,21325.0,19005.0
Alabama,AL,Butler,01,013,2001,444011.0,21139.0,21004.0
Alabama,AL,Butler,01,013,2002,454452.0,20803.0,21846.0
Alabama,AL,Butler,01,013,2003,470878.0,20833.0,22603.0
Alabama,AL,Butler,01,013,2004,492905.0,20870.0,23618.0
Alabama,AL,Butler,01,013,2005,507419.0,20830.0,24360.0
Alabama,AL,Butler,01,013,2006,521551.0,20815.0,25056.0
Alabama,AL,Butler,01,013,2007,563567.0,20894.0,26973.0
Alabama,AL,Butler,01,013,2008,583544.0,20949.0,27855.0
Alabama,AL,Butler,01,013,2009,572814.0,20867.0,27451.0
Alabama,AL,Butler,01,013,2010,596865.0,20921.0,28529.0
Alabama,AL,Butler,01,013,2011,599684.0,20808.0,28820.0
Alabama,AL,Butler,01,013,2012,616873.0,20565.0,29996.0
Alabama,AL,Butler,01,013,2013,638145.0,20204.0,31585.0
Alabama,AL,Butler,01,013,2014,664649.0,20130.0,33018.0
Alabama,AL,Butler,01,013,2015,691512.0,19918.0,34718.0
Alabama,AL,Butler,01,013,2016,679319.0,19742.0,34410.0
Alabama,AL,Butler,01,013,2017,697907.0,19566.0,35669.0
Alabama,AL,Butler,01,013,2018,704744.0,19283.0,36547.0
Alabama,AL,Butler,01,013,2019,719572.0,19061.0,37751.0
Alabama,AL,Butler,01,013,2020,751954.0,19027.0,39520.0
Alabama,AL,Butler,01,013,2021,860202.0,18856.0,45620.0
Alabama,AL,Butler,01,013,2022,886414.0,18652.0,47524.0
Alabama,AL,Butler,01,013,2023,920985.0,18357.0,50171.0
Alabama,AL,Butler,01,013,2024,973413.0,18256.0,53320.0
Alabama,AL,Calhoun,01,015,1969,304416.0,102946.0,2957.0
Alabama,AL,Calhoun,01,015,1970,313931.0,103125.0,3044.0
Alabama,AL,Calhoun,01,015,1971,353608.0,103622.0,3412.0
Alabama,AL,Calhoun,01,015,1972,396486.0,103846.0,3818.0
Alabama,AL,Calhoun,01,015,1973,433646.0,105027.0,4129.0
